Bug ID,Bug Title,Steps,Module,Module Wise,Expected Results,Actual Results,Acceptance Criteria
BUG-1423,Login fails with valid credentials #205,Step 1: Open mobile banking app -> Step 2: Login with credentials -> Step 3: Navigate to Quick Transfer -> Step 4: Select beneficiary -> Step 5: Enter transfer amount -> Step 6: Authenticate with fingerprint/Face ID -> Step 7: Verify transaction success notification and SMS received,Mobile Banking,Mobile Banking Wise,Quick transfer via mobile app should be processed instantly with real-time balance update and SMS/push notification,System failed to perform as expected,Operation must meet functional and business requirements
BUG-1424,Funds transfer not updating balance #380,Step 1: Login to the banking portal -> Step 2: Navigate to Notifications/Alerts section -> Step 3: Click Manage Alerts -> Step 4: Enable transaction alerts for debit above threshold -> Step 5: Set threshold amount -> Step 6: Choose notification channel (SMS/Email/Push) -> Step 7: Save preferences -> Step 8: Perform a transaction above threshold -> Step 9: Verify alert received on selected channel,Notifications,Notifications Wise,Transaction alert should be received on the selected channel (SMS/Email/Push) within 60 seconds of the transaction exceeding the threshold,System failed to perform as expected,Operation must meet functional and business requirements
BUG-1425,Interest calculation incorrect for savings #482,Step 1: Open mobile banking app -> Step 2: Login with credentials -> Step 3: Navigate to Quick Transfer -> Step 4: Select beneficiary -> Step 5: Enter transfer amount -> Step 6: Authenticate with fingerprint/Face ID -> Step 7: Verify transaction success notification and SMS received,Mobile Banking,Mobile Banking Wise,"Mobile app should display all account details, recent transactions, and balance accurately upon login",System failed to perform as expected,Operation must meet functional and business requirements
BUG-1426,ATM fails to generate receipt,"Step 1: Login to banking app -> Step 2: Navigate to Bill Payments > Payment History -> Step 3: Select biller -> Step 4: Choose date range -> Step 5: Verify past payment records with date, amount, and status -> Step 6: Click on a transaction to view receipt details",Bill Payments,Bill Payments Wise,Bill payment should fail gracefully with a clear error message if the account has insufficient funds,System failed to perform as expected,Operation must meet functional and business requirements
BUG-1427,Funds transfer not updating balance #437,Step 1: Login to net banking -> Step 2: Go to Bill Payments > Scheduled Payments -> Step 3: Click Add New Schedule -> Step 4: Select biller and enter details -> Step 5: Set payment frequency (Monthly/Quarterly) -> Step 6: Set start date and end date -> Step 7: Confirm auto-pay setup -> Step 8: Verify scheduled payment appears in list,Bill Payments,Bill Payments Wise,"Bill amount should be fetched and displayed correctly for the selected biller and consumer number, and payment should be processed with a confirmation receipt",System failed to perform as expected,Operation must meet functional and business requirements
BUG-1428,Authentication fails for valid user,Step 1: Insert card into ATM -> Step 2: Enter PIN -> Step 3: Select PIN Change option -> Step 4: Enter current PIN -> Step 5: Enter new PIN and confirm -> Step 6: Verify PIN change success message -> Step 7: Eject card and test new PIN with balance inquiry,ATM Services,ATM Services Wise,"ATM should dispense the exact requested amount and print a receipt showing transaction details, remaining balance, and date/time",System failed to perform as expected,Operation must meet functional and business requirements
BUG-1429,Login fails with valid credentials #378,Step 1: Download and install mobile banking app -> Step 2: Open app and tap Register -> Step 3: Enter account number and registered mobile number -> Step 4: Verify OTP sent to mobile -> Step 5: Enter OTP -> Step 6: Set login password and MPIN -> Step 7: Verify registration success and dashboard is displayed,Mobile Banking,Mobile Banking Wise,"Mobile app should display all account details, recent transactions, and balance accurately upon login",System failed to perform as expected,Operation must meet functional and business requirements
BUG-1430,Login error despite valid input,Step 1: Open mobile banking app -> Step 2: Login with credentials -> Step 3: Navigate to Quick Transfer -> Step 4: Select beneficiary -> Step 5: Enter transfer amount -> Step 6: Authenticate with fingerprint/Face ID -> Step 7: Verify transaction success notification and SMS received,Mobile Banking,Mobile Banking Wise,"Mobile app should display all account details, recent transactions, and balance accurately upon login",System failed to perform as expected,Operation must meet functional and business requirements
BUG-1431,Unable to login with correct credentials,Step 1: Open mobile banking app -> Step 2: Login -> Step 3: Go to Settings > Profile -> Step 4: Tap Update Email/Phone -> Step 5: Enter new contact details -> Step 6: Verify OTP on old and new number/email -> Step 7: Confirm update success message,Mobile Banking,Mobile Banking Wise,Profile update (email/phone) should be saved successfully after OTP verification on both old and new contact details,System failed to perform as expected,Operation must meet functional and business requirements
BUG-1432,Duplicate transaction in statement #957,Step 1: Login to net banking -> Step 2: Go to Statements > E-Statement -> Step 3: Select account and month -> Step 4: Click Request E-Statement -> Step 5: Verify e-statement sent to registered email -> Step 6: Open email and validate PDF attachment content,Statements,Statements Wise,"Transaction filters (credit/debit/all, date range) should return accurate results matching the selected criteria",System failed to perform as expected,Operation must meet functional and business requirements
BUG-1433,Funds transfer shows incorrect balance,Step 1: Login to the banking portal -> Step 2: Navigate to Notifications/Alerts section -> Step 3: Click Manage Alerts -> Step 4: Enable transaction alerts for debit above threshold -> Step 5: Set threshold amount -> Step 6: Choose notification channel (SMS/Email/Push) -> Step 7: Save preferences -> Step 8: Perform a transaction above threshold -> Step 9: Verify alert received on selected channel,Notifications,Notifications Wise,Alert threshold settings should be applied immediately and should trigger alerts only for transactions meeting the criteria,System failed to perform as expected,Operation must meet functional and business requirements
BUG-1434,Duplicate transaction in statement #398,Step 1: Login to the banking portal -> Step 2: Navigate to Account Management section -> Step 3: Click Open New Account -> Step 4: Select account type (Savings/Current/Fixed Deposit) -> Step 5: Fill in personal details and nominee information -> Step 6: Upload KYC documents -> Step 7: Review and submit application -> Step 8: Verify account opening request confirmation,Account Management,Account Management Wise,Account linking should be completed after OTP verification and the linked account should appear in the dashboard immediately,System failed to perform as expected,Operation must meet functional and business requirements
